album_id,album_name,album_listens,artist_id
263,King Kong Ding Dong,838,180
264,Witchycraft,369,181
265,Turk Street,4051,182
267,Gasps &amp; Fissures,964,183
268,Intents &amp; Purposes,1538,184
272,Is Music Even Good?,2166,186
997,Live at WFMU on Jason Sigal's Show on 10/28/2008,2798,186
1778,Live at Grady's Record Refuge,1478,191
282,Brave Nu World,13220,192
1710,Live at WFMU on Brian Turner's Show on 2/14/2006,11388,192
283,Gospel Store Front,748,193
285,Dilapidated Head & Torso Aggregations,1835,195
7431,Glamorous Piles & Puffy Saddlebags,1644,195
10375,Live Lumps Festooned with Garbage,5406,195
287,Doozy,1659,197
288,Undone,1461,197
292,Headfirst Handshakes,692,198
293,"LOAG/La Pieta split 7""",175,198
294,The Bad Astronauts Present: The Suburbanoids,153,198
297,Machinegong EP,15632,201
298,Kontpab,10618,201
300,Opulence,2926,203
302,Mayor Daley EP,1646,205
306,A Tree Stump Named Desire,360,208
307,Black Hole Rock,1149,208
308,"All Critters 12""",211,209
309,Split 12'' with Drums Like Machine Guns BM0009,1429,209
310,Deathbomb Arc Tape Club Year 3 Sept,158,209
903,Live at WFMU on Marty McSorley's Show on 6/9/2008,614,209
311,6 Songs,2019,210
312,Secrets Between Friends,1252,210
587,Live at WFMU on Scott's Show on 11/9/2001,4973,210
1375,Live at WFMU on Scott's Show on 5/26/2000,1697,210
314,Since Before Inertia,2011,211
6728,S/T,392,211
315,Runnin' Ape-like from the Backwards Superman: 1989 - 1995,3949,212
317,Dead And/Or Famous,4041,214
318,The Used Kids Session,4754,214
319,Don't Cry,1168,214
479,Telemetric Action EP,1838,214
1795,Live at WFMU on Liz Berg's Show on 9/15/2008,1823,214
877,Live at WFMU on Liz B's Show on 3/24/2008,2238,214
320,Seven New Songs,6505,215
322,Wicked Wanderer,3811,217
334,"Workingman / Cocksuckerbastardmotherfucker 7""",3299,221
335,Demo,976,221
336,Rehersal,232,221
337,"Stumpf / Van v Art 7""",739,221
340,IV: White Walls,2263,223
341,John,2249,223
343,Electrified Being,313,224
345,Realistic Psychosis,1761,224
346,Blissful Lethargy,444,224
351,Fools Want Noise,1853,228
353,On Safari,2874,230
354,Because We're All In This Together,3666,230
355,What Is True and What Is False?,806,230
366,Hello Futurist EP,1243,238
367,Straight To the Heart,8246,239
6332,WFMU / aQ SXSW 2010: Pierced Arrows,445,239
6519,Descending Shadows,4383,239
368,Flashing Open,695,240
369,Boombox Explosions,394,240
370,Projection,158,240
371,Netscape Mission Control (UNIX),207,240
658,Live at WFMU on Rob L's Show on 12/12/2003,2519,240
9677,Goodbye to the Divine,4090,240
373,Bareskinrug,236,241
375,Two Ducks on a Truck (Hospital Productions compilation),166,241
376,You're Soaking In It (Load Records Compilation),200,241
377,"unreleased Zod Records 12""",41,241
378,"Purly Gait / Pearly Gates 12""",193,241
379,Taitsu [Tights],433,241
383,Kamehameha,2513,244
387,Taro Sound,920,247
388,Enos,432,248
389,Vectors,61609,249
390,Endless Joy Split E.P.,2258,249
395,Sing a Pleasant Song,239,254
397,unreleased Rok/Paper/Disco mp3s,799,256
398,Attack of the Has-Been Androids,3487,257
402,Spectacular of Passages,637,259
403,The Fleeting Skies,858,259
404,Parallel Suns,746,259
405,In The Valley,1979,259
412,Please Throw Me Back in The Ocean,1138,263
414,Already On One,1505,265
415,Live 7/19/07,374,265
416,Ice Machine,1752,265
417,Six Star General,450,265
419,Natural Snacks,2365,267
420,Live on WBSR 12/03/05,166,268
421,Wackity Schmackity Doo,3836,269
1882,Live at WFMU on Liz Berg's show on 5/12/2008,5157,269
3047,Live at WFMU on Talk's Cheap 5/12/2009,3590,269
8167,Live on WFMU's Cherry Blossom Clinic with Terre T on 12/11/2010,3302,269
425,Egg Soldiers,1525,271
426,Try It Again,898,271
428,The Simple Way,1936,273
429,"Zanzibar, New York",9816,1259
1981,Sounds of Taraab Live on WFMU from the 2009 Golden Festival in NYC,6229,1259
430,True Guru Electronics Vol. 1,510,275
431,Rangefinder,696,276
432,Speechless Brothers,707,277
433,Four Winds The Walker,824,278
434,This is Fire,1059,278
435,Curse the Traced Bird,3819,278
436,In the Pineys,2233,279
437,The Third Kingdom,124,279
438,Wattle &amp; Daub,271,279
439,Gobs on the Midway - Singles 1991-95,877,279
440,42012,2519,280
441,The Phynx,3242,281
8899,"WFMU/FMA SxSW, March 18th 2011",1873,281
442,split with Borful Tang,348,282
443,Muscle Torture,697,282
446,Throughout the Ages,937,285
450,New Stuff demo cd-r,1302,289
451,CordinRidin....,1397,290
454,The New One Two,341,293
1758,"And In Time / If We Don't Realise 7""",1029,295
470,Who Touches Pitch Defiles Herself,242,301
472,A Flow of Code,1504,303
473,TTMM Plays Bach: The Tleilaxuburg Concerto #5,5319,303
474,"Wandering 7""",778,304
475,Introducing The Yolks,3078,304
476,Peanut Butter Oven EP,8779,305
2252,OCS 3+4 (Songs About Death and Dying Vol. 3 /Get Stoved),1691,305
477,Tommy Jay's Tall Tales Of Trauma,11299,306
482,Scatter Ways,377,310
484,Bring Along the Weather,812,312
485,Kitchen USA,898,312
486,Magic Car Wash,1242,312
487,The Philadelphia Parking Authority Must Die,278,312
488,Pioneers Toasted - Rare And Unreleased 2001-2004,317,312
489,Sun Township,452,312
490,Inside the Skate Scandal,1060,312
491,Subtle Citrus,246,312
498,s/t,1620,317
499,More Deeper,736,318
500,Von Hayes,2246,319
1816,Live at The Terminal,90,322
504,Vulcanus 68,105,322
1818,Live at The Parkside,61,322
510,Quilt Series Vol 14,69,328
511,We Blow You Suck,3751,329
514,Untitled: Will You Please Sing On This?,4760,331
8112,"Dear God, I Hate Myself",3731,331
520,Zing Magazine Compilation #4,376,334
521,Live at Animal and Handler EP,220,334
946,Live at WFMU on Liz B's Show on 8/18/2008,2010,334
1102,Live at WFMU on Michael Goodstein's Show on 9/13/2004,1844,334
522,Mono M::P Free,961,115
522,Mono M::P Free,961,2442
158,Gench Concert Archives Vol. I,4077,115
158,Gench Concert Archives Vol. I,4077,2442
546,Bolmongani,1266,358
2846,Live at WFMU on Talk's Cheap 4/28/09,1735,358
1584,Live at WFMU on Acapulco Dance Party on 7/15/2006,2282,1381
1618,Adept Live at WFMU on Keili's Show 10/26/2008,6364,385
969,Live at WFMU on Michael Goodstein's Show on 9/27/2008,3469,390
1705,Arborea Live at WFMU on Irene Trudel's Show on 6/2/2008,9452,417
768,Live at WFMU on Evan Davies's Show on 5/22/2007,12197,455
939,Live at WFMU on Irene Trudel's Show on 7/28/2008,661,1393
901,Live at WFMU on Marty McSorley's Show on 5/14/2008,7042,472
905,Live at WFMU on Liz Berg's Show on 5/19/2008,19335,502
1699,Bonne Aparte Live at WFMU on Keili's Show 10/26/2008,1700,504
597,Live at WFMU on Brian Turner's Show on 5/14/2002,13757,522
1643,Live at WFMU on Brian Turner's show on 12/2/2008,5709,565
875,Live at WFMU on Liz Berg's Show on 3/24/2008,3942,575
737,Live at WFMU on Brian Turner's Show on 7/25/2006,3458,575
1669,"Citay Live @ WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",4138,575
2380,Citay - Live @ KEXP 1/29/09,259,575
7085,Citay - Live @ KEXP 5/27/2010,128,575
734,Live at WFMU on Brian Turner's Show on 6/27/2006,5854,602
690,Live at WFMU on Joe Belock's Show on 4/12/2005,1365,662
1000,DMBQ Live at 2008 Record Fair on WFMU Record Fair's Show on 10/26/2008,1092,662
1141,Live at WFMU on OCDJ's Show on 7/23/2003,35157,1647
1661,Twacky Cats,9556,1647
3435,Live at Primavera Sound 2009 on WFMU,17738,1647
1656,"Live at WFMU on Dan Bodah's Show Oct 19, 2008",2861,1605
12481,Live on Liz Berg's WFMU Show 9-10-12,5147,1605
1658,Live at WFMU on Terre T's Show on 7/16/2008,21880,639
2371,Dengue Fever - Live @ KEXP 10/21/08,4933,639
984,Live at WFMU on Pseu's Show on 10/3/2008,501,792
4693,DGE Live on Three Chord Monte on WFMU 11/10/09,1185,792
982,Live at WFMU on Rob Weisberg's Show on 9/27/2008,3596,694
552,Live at WFMU on Stork's Show on 7/21/1996,1968,1438
964,Live at WFMU on Evan Davies's Show on 9/16/2008,6572,728
929,Live at WFMU on Terre T's Show on 11/15/2008,1698,738
1704,Fern Knight Live at WFMU on Irene Trudel's Show on 6/2/2008,2633,742
902,Live at WFMU on Marty McSorley's Show,609,139
2971,Chicken and Cheese covers,85474,139
642,Live at WFMU on Terre T's Show on 11/15/2003,3215,763
1595,Live at WFMU on Scott Williams Show on 5/17/2002,13279,1403
923,Live at WFMU on Joe Belock's Show on 6/26/2008,3277,802
717,Live at WFMU on Brian Turner's Show on 12/6/2005,1478,828
1244,Live at WFMU on Terre T's Show on 11/18/2006,945,828
1007,Hank IV Live at WFMU on Brian's Show on 11/18/2008,2932,828
1673,"Hank IV Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",2948,828
700,Live at WFMU on Brian Turner's Show on 7/26/2005,3249,844
916,Live at WFMU on Brian Turner's Show on 6/10/2008,10998,869
2032,Live at WFMU on Airborne Event 6/8/2008,8643,889
908,Live on Dan Bodah's Show on 5/25/2008,1131,890
724,Live at WFMU on Joe Belock's Show on 4/4/2006,13556,1279
653,Live at WFMU on Brian Turner's Show on 11/11/2003,1688,1279
1003,"Live on WFMU's Brian Turner Show, Election Day 2008",6821,915
636,Live at WFMU on Brian Turner's Show on 4/22/2003,36737,921
4469,Airs Above Your Station,1252,921
4470,Be Gentle With the Warm Turtle,1216,921
4471,Don't Climb On and Take the Holy Water,1307,921
1005,Live at wfmu on Dan Bodah's Show on 11/16/2008,2337,355
11454,"Live at WFMU on AIRBORNE EVENT with Dan Bodah on March 5, 2012",3069,355
1312,Live at WFMU on The Cherry Blossom Clinic 2/18/2006,2428,941
572,Live at WFMU on Brian Turner's Show on 2/27/2001,11809,190
931,Live at WFMU on Liz B's Show on 7/14/2008,5005,965
1660,Los Llamarada Live at WFMU on Brian's Show on 11/18/2008,623,966
5831,The Very Next Moment b/w I'm Sorry,866,966
6179,Against The Day 7'' EP,770,966
6198,Soundliketrains (2002-2004),2377,966
1783,Live at WFMU on Diane's Show 7/3/2008,3750,970
1785,Live on WFMU July 21 1996; Live At The Stork Club with Stork,2220,1616
953,Live at WFMU on Rob Weisberg's Show on 9/6/2008,1323,446
935,Live at WFMU on Liz B's Show on 7/21/2008,4284,1022
1105,Live at WFMU on Hatch's Show on 12/12/2005,6774,559
988,Live at WFMU on Irene Trudel's Show on 10/13/2008,6633,559
12017,Live at WFMU on Brian Turner's Show June 19th 2012,5087,559
17108,"Live on WFMU's Surface Noise with Joe McGasko - September 25, 2014",8772,559
781,Live at WFMU on Irene Trudel's Show on 9/10/2007,4325,851
4692,Live at WFMU on Irene Trudel's Show on 11/2/2009,1841,851
882,Live at WFMU on Irene Trudel's Show on 3/31/2008,2555,1070
937,Live at WFMU on Scott McDowell's Show on 7/30/2008,1383,1408
6056,Porter Records Showcase,3577,1408
1626,Live at WFMU on Terre T's show 11/8/2008,4128,1082
897,Live at WFMU on Irene Trudel's Show on 6/9/2008,3052,1374
831,Live at WFMU on Brian Turner's Show on 12/18/2007,13501,1152
1460,Live at WFMU on Stork's Show on 12/24/1995,4507,1165
1682,Razor Bois Live at WFMU on Pat Duncan's Show on 6/12/2008,2770,1175
2220,Reynold Philipsek Live at Barbes on Rob Weisberg's Show 5/17/2008,11007,1126
1482,Live at WFMU on Terre T's Show on 1/14/2006,3491,362
809,Live at WFMU on Brian Turner's Show on 11/6/2007,5888,1222
6762,"Live at Primavera Sound Festival, 05/27/10",4786,1222
959,Live at WFMU on Benjamen Walker's Show on 9/8/2008,20271,1229
1502,Live at WFMU on Terre T's Show on 8/23/2008,3065,1237
899,Live at WFMU on Irene Trudel's Show on 5/12/2008,7935,1249
1600,Live at WFMU on Joe Belock's Show on 7/19/2001,8830,1417
938,Live at WFMU on Joe Belock's Show on 7/24/2008,8673,1417
9091,Live on WFMU's Three Chord Monte with Joe Belock 4/28/11,1447,1417
891,Live at WFMU on Pat Duncan's Show on 4/25/2008,2726,352
1315,Live at WFMU on Tom Sharpling's Show on 3/4/2008,8636,944
1815,Live at WFMU on Pat Duncan's Show 11/20/08,2952,1627
601,Live at WFMU on Terre T's Show on 6/7/2002,6546,584
2253,Peanut Butter &amp; Jelly Live At The Ginger Minge,1053,584
1640,Bangers Vs. Fuckers,1382,584
1170,Live at WFMU on Terre T's Show on 7/26/2008,3796,689
648,Live at WFMU on Terre T's Show on 9/20/2003,2120,701
898,Live at WFMU on Joe Belock's Show on 5/20/2008,1635,825
617,Live at WFMU on Cherry Blossom Clinic with Terre T's Show on 11/15/2002,2495,10260
873,Live at WFMU on Joe Belock's Show on 3/25/2008,14625,1039
1908,Live at WFMU on Keili's Show 10/26/2008 w/ Bonne Aparte and Adept,1819,1044
861,Live at WFMU on Brian Turner's Show on 3/25/2008,5400,1178
1683,Live at WFMU on Kurt Gottschalk's Show on 11/20/2008,1902,350
659,Live at WFMU on Terre T's Show on 1/24/2004,1531,1332
1004,Live at WFMU on Diane's Show on 11/6/2008,2533,1340
986,Live at WFMU on Bethany Ryker's Show on 10/5/2008,3049,1344
991,Live at WFMU on Terre T's Show on 10/18/2008,3473,1356
918,Voice or No Voice Live at WFMU on Pat Duncan's Show on 6/12/2008,1822,1372
813,Live at WFMU on Liz Berg's Show on 11/5/2007,1189,1385
3317,Live at WFMU with Liz Berg on 5/11/2009,966,1385
761,Live at WFMU on Evan Davies's Show on 4/10/2007,1179,1397
6370,"Live on WFMU's Evan ""Funk"" Davies show, May 4th 2010",4544,1397
11503,"Live at WFMU on Imaginary Radio, April 8th 2012",5313,1397
18563,Live at Primavera Sound 2015,5627,1397
998,Live at WFMU on Marty McSorely's Show on 10/28/2008,85420,846
2369,High Places - Live @ KEXP 10/2/08,4614,846
3989,live on dublab 08.02.07,25835,846
6224,High Places - Live @ KEXP 3/28/2010,4133,846
9867,"Live at WFMU on Liz Berg's Show on August 15, 2011",770,846
922,Live at WFMU on Trouble's Show on 6/19/2008,8270,1401
4332,Live on Sound and Safe with Trent at WFMU 9/21/09,1072,1401
1633,Live on WFMU on Brian Turner's Show 4/8/08,895,1402
1131,Live at WFMU on Mike's Show on 9/25/2004,11059,618
1132,Live at WFMU on Mike's Show on 7/11/2002,7902,618
1833,Live at WFMU on Mike Lupica's Show on 2/12/2007,3201,618
1663,Fuck Buttons Live at ATP NY 2008,5047,768
1664,Wooden Shjips Live at ATP NY 2008,2135,1407
3507,Live at Primavera Sound Festival 2009 on WFMU,2817,1407
4968,Holiday Cassingle,12573,1407
7375,Wooden Shjips ATP NY 2010,1861,1407
10502,"Live at WFMU on Brian Turner's Show on November 29, 2011",5543,1407
16052,"Live on WFMU with Therese: Nov 18, 2013",1775,1407
1665,Live at ATP 2008,4857,940
1667,"The Bad Trips Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",3361,70
1670,Low Live at ATP-NY 9/20/2008 on WFMU,7334,973
1671,"Half Japanese Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",59905,823
9373,"Half Japanese - Live at Primavera Sound, May 27th 2011",11904,823
1674,"Harvey Milk Live WFMU SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",8444,834
993,Live at WFMU on Liz Berg's Show on 10/20/2008,2183,1115
1433,Live at WFMU on The Cherry Blossom Clinic 6/21/2002,17416,1119
1680,Favorite Works,22318,1656
1006,Live at WFMU on Irene Trudel's Show on 11/10/2008,845,1245
1711,Edison Amberol: 960,1900,1661
1720,Edison Blue Amberol: 2853,745,1663
1721,Edison Blue Amberol: 3896,3031,1664
1722,Edison Amberol: 553,3947,1665
1731,Edison Gold Moulded Record: 9665,4280,1665
1725,Edison Amberol Record: 716,5713,1668
4241,Sophie Tucker - Singles,28796,1668
1726,Edison Bell Record: 20283,2343,1669
1727,Edison Amberol: 126,1019,1670
1728,Edison Blue Amberol: 2052,5437,1671
1741,Edison Blue Amberol: 2653,1245,1671
1729,Edison Gold Moulded Record: 9154,1722,1672
1742,Edison Blue Amberol: 2287,1902,1672
2489,Edison Blue Amberol: 2392,815,1672
1732,Edison Standard Record: 10334,1706,1666
1733,Edison Gold Moulded Record: 9706,1399,1673
1734,Edison Amberol: 30032,6923,1674
1735,Edison Amberol: 35016,1334,1675
1736,Edison Record: 7524,643,1676
1737,Edison Bell Record: 6901,773,1677
1738,Edison Blue Amberol: 2696,1125,1678
1740,Edison Blue Amberol: 2650,1580,1680
1740,Edison Blue Amberol: 2650,1580,4542
1743,Edison Blue Amberol: 2297,1064,1681
1745,Edison Blue Amberol: 2492,1567,1681
2502,Edison Blue Amberol: 2343,545,1681
2506,Edison Blue Amberol: 2533,758,1681
2537,Edison Blue Amberol: 2348,992,1681
2538,Edison Blue Amberol: 2340,1072,1681
1744,Edison Blue Amberol: 2219,432,1682
1746,Edison Blue Amberol: 2495,801,1683
1747,Edison Blue Amberol: 2655,3294,1679
2505,Edison Blue Amberol: 2530,1637,1679
2530,Edison Blue Amberol: 2313,2427,1679
2539,Edison Blue Amberol: 2375,3082,1679
1749,Edison Blue Amberol: 2622,807,1685
1750,Edison Blue Amberol: 2699,642,1686
1751,Edison Blue Amberol: 2499,879,1687
1752,Edison Blue Amberol: 2390,2029,1688
2497,Edison Blue Amberol: 2695,937,1688
1753,Edison Blue Amberol: 2652,2652,1689
1754,Angel's Trumpets and Devil's Trombones,1228,1691
1755,Far Fom Home,4661,511
1774,Boredom and Terror,1105,1699
5931,Test b/w Birdcall,1366,1699
1784,Live at WFMU on Scott McDowell's Show 1/7/09,10065,1701
1799,Live at WFMU on the Cherry Clossom Clinic on 1/17/2009,1282,1703
1811,Live at WFMU on The Long Rally 12/16/2008,2137,10
968,Live at WFMU on Scott McDowell's Show on 9/10/2008,4811,1353
1814,Live at WFMU 5/5/08 on Irene Trudel's show,13128,1625
3184,Live at WFMU on Irene Trudel's Show 5/11/09,953,1625
949,Live at WFMU on Evan Davies's Show on 8/19/2008,6718,614
10041,"Live at WFMU on Evan ""Funk"" Davies Show on September 7, 2011",8092,614
1706,Live at WFMU on Dan Bodah's Show 12/7/08,2633,1610
1874,Demolar 2007-2008,32898,359
1865,Hayvanlar Alemi Tatilde,10482,359
2250,666,29964,359
5566,Visions of a Psychedelic Ankara,12781,359
1877,Live at WFMU on The Evan Funk Davies show 1/27/2009,1066,1742
1932,Live at WFMU on Irene Trudel's Show 2/2/09,4532,1792
6386,Paris One Takes,9794,1792
1945,Live at WFMU on Choking On Cufflinks 2/14/09,4107,1803
1946,Paul Collins Beat Live at WFMU on Terre T's Show 2/7/09,7458,1805
1947,Gentleman Jesse Live at WFMU on Terre T's Show 2/7/09,1407,1806
1950,Street-level Superstar (Owed to Boston),2176,1809
1980,Sheqer Live on WFMU from the 2009 Golden Festival in NYC,3035,1832
1982,Kavala Brass Band Live on WFMU from the 2009 Golden Festival in NYC,5005,1834
1983,Raya Brass Band Live on WFMU from the 2009 Golden Festival in NYC,3325,1835
15959,Live at the 2014 Golden Festival,1561,1835
1986,Zikrayat Live on WFMU from the 2009 Golden Festival in NYC,11912,1837
1988,Zlatne Uste Balkan Brass Band Live on WFMU from the 2009 Golden Festival in NYC,12291,1838
5518,Live from the 2010 Golden Festival,2165,1838
8275,"Live @ WFMU on Transpacific Sound Paradise Jan. 9, 2011",9906,1838
1989,Keyif Live on WFMU from the 2009 Golden Festival in NYC,16073,1839
1984,Scott Wilson & Efendi Live on WFMU from the 2009 Golden Festival in NYC,8128,1836
5519,Live from the 2010 Golden Festival,9820,1836
15964,Live at the 2014 Golden Festival,9923,1836
1990,Paradox Trio Live on WFMU from the 2009 Golden Festival in NYC,5699,1840
1991,Live at WFMU on Trouble's show 2/19/2009,4867,1061
1998,Live at WFMU on Irene Trudel's show 6/9/2008,6097,458
2002,Live at WFMU on Keili's Show 11/28/08,8936,1844
2004,Live at WFMU on Keili's Show 2/15/09,9010,1846
2010,Live at WFMU on Keili's Show 11/22/08,4939,1881
2011,Live at WFMU on Keili's Show 1/25/09,14086,1882
2017,Indolent Perambulation,17272,1853
764,Live at WFMU's Free Music Series @ Southpaw April 2007,2353,747
1970,Live at WFMU on Diane Kamikaze's Fun Machine 2/12/2009,8302,1826
2028,Walrus Prison,6014,1887
2030,presents Cousin Mosquito 1999-2003,4570,1889
878,Live at WFMU on Dan Bodah's Show on 4/6/2008,5244,1346
1852,Live at WFMU on Transpacific Sound Paradise 1/10/2009,7029,1729
887,Live at WFMU on The Cherry Blossom Clinic 7/12/2008,2076,896
2043,Live at WFMU on Beastin' the Airwaves with Keili 2/8/2009,3013,1902
2045,Live at WFMU on Marty McSorely's Show 2/25/2009,6604,1903
1248,Live at WFMU on Stork's Show on 10/12/1997,17147,835
5891,DC03,6260,835
5892,Sanity is a One Trick Pony...Crying is Shaped Like A Seahorse,3130,835
2060,sleepy,9797,1907
2061,now it's for everyone/now it's for noone,2138,1907
2108,Wiiiiiiiiiiide Awake,2191,1907
2942,i am leaving home,3338,1907
5646,"Remixes, ish",38974,1907
15569,Wiiiiiiiide Awake EP,3022,1907
2068,Live at WFMU on Pat Duncan's show 2/12/2009,1652,1915
1436,Live at WFMU on Irene Trudel's Show on 6/21/2001,1462,1109
5888,Parlor Tricks and Porch Favorites,2694,1109
6013,#3 for Bray Harp,759,1109
6014,Well of Memory,534,1109
2072,"""Fresh Born"" Covers",13299,634
637,Live at WFMU on Brian Turner's Show on 4/29/2003,3199,634
5082,LIVE Koala Magic,905,634
2077,Power+Light,1168,1919
2420,50FOOTWAVE,4635,1919
2464,Golden Ocean,5300,1919
2465,Free Music,3667,1919
804,Live at WFMU on Liz Berg's Show 7/14/2008,3010,1047
1417,Live at WFMU on Scott's Show on 9/17/2001,1892,1101
3505,Live at Primavera Sound 2009 on WFMU,2712,1101
1666,"Live on WFMU from ATP NY, 2008",11424,518
2095,Seeing Things,16621,1953
2096,"Live at WFMU's SXSW Showcase at Spiro's in Austin, TX on 3/14/2008",5806,853
2097,Love Story,9124,1939
5659,Coordinates,4010,1939
8699,Emergency Songs,56703,1939
8994,Calendar,7596,1939
8999,Live on KXLU,5747,1939
979,Live at WFMU on Liz Berg's Show on 9/29/2008,5725,413
2113,When you die and your bones are rotting think of me lest I be forgotten,6706,88
2116,Xerox for Yugoslavia  side 1,146,1950
2117,Xerox for Yugosalvia.  Side 2,161,1950
2118,The Bulgarian Secret Police M&amp;M Torture Trick (Side 1),231,1950
2119,The Bulgarian Secret Police M&amp;M Torture Trick (Side 2),387,1950
2159,P.E.D. N.J. Hardcore 1985-89 (Bootleg),4287,1950
2126,Live at WFMU on Irene Trudel's show 1/26/2009,5337,1979
1074,Live at WFMU on Pat Duncan's Show on 11/13/2008,2797,1480
2129,Live at WFMU on the Cherry Blossom Clinic 12/20/2008,16556,1710
1822,Live at WFMU on Choking On Cufflinks 1/24/09,1370,1711
7851,"Live on WFMU's Cherry Blossom Clinic, Nov.13, 2010",1817,1711
1907,Live at WFMU on Marty McSorley's show 1/27/2009,955,1770
8314,Dinowalrus live at WFMU on Beastin' The Airwaves! with Keili 1/13/11,3804,1770
2134,Live at WFMU on Pat Duncan's show 1/15/2009,2871,1829
2162,Live at WFMU on Irene Trudel's show 7/28/08,3859,698
2379,Curumin - Live @ KEXP 3/6/09,4084,2089
4994,Live on WFMU's Transpacific Sound Paradise 12/19/2009,11996,2089
2383,Blind Pilot - Live @ KEXP 9/5/08,4500,2092
5372,Blind Pilot - Live @ KEXP 12/2/2009,1286,2092
2382,Bang Bang Eche - Live @ KEXP 10/23/08,830,2091
